year,date,township,WLN,latitude,longitude,method,clitellata_hirudinida,insecta_ephemeroptera,insecta_odonata,insecta_hemiptera,insecta_coleoptera,insecta_diptera,insecta_trichoptera,gastropoda_basommatophora,crustacea,mollusca
2006,2006-06-15,mendota_heights,MH-10,44.899549,-93.121752,DN,0,0,0,0,0,0,0,0,0,0
2006,2006-06-15,mendota_heights,MH-10,44.899549,-93.121752,BT1,0,0,0,21,13,0,0,0,0,0
2006,2006-06-15,mendota_heights,MH-10,44.899549,-93.121752,BT2,0,0,0,0,0,0,0,0,0,0
2006,2006-06-15,mendota_heights,MH-10,44.899549,-93.121752,BT3,0,0,0,0,0,0,0,0,0,0
2006,2006-06-18,burnsville,B-3,44.773658,-93.322624,DN,0,2,11,0,0,1,1,23,0,0
2006,2006-06-18,burnsville,B-3,44.773658,-93.322624,BT1,0,1,3,2,2,1,1,7,1,0
2006,2006-06-18,burnsville,B-3,44.773658,-93.322624,BT2,0,0,0,0,0,0,0,0,0,0
2006,2006-06-18,burnsville,B-3,44.773658,-93.322624,BT3,0,0,0,0,0,0,0,0,0,0
2006,2006-06-20,burnsville,B-11,44.728838,-93.312399,DN,12,0,9,0,0,2,1,16,0,0
2006,2006-06-20,burnsville,B-11,44.728838,-93.312399,BT1,36,0,9,260,46,33,3,0,0,0
2006,2006-06-20,burnsville,B-11,44.728838,-93.312399,BT2,0,0,0,0,0,0,0,0,0,0
2006,2006-06-20,burnsville,B-11,44.728838,-93.312399,BT3,0,0,0,0,0,0,0,0,0,0
2006,2006-06-20,west_st_paul,WSP-2,44.910179,-93.070038,DN,0,0,1,0,0,1,0,1,1,0
2006,2006-06-20,west_st_paul,WSP-2,44.910179,-93.070038,BT1,0,0,0,2,0,1,0,3,0,0
2006,2006-06-20,west_st_paul,WSP-2,44.910179,-93.070038,BT2,0,0,0,0,0,0,0,0,0,0
2006,2006-06-20,west_st_paul,WSP-2,44.910179,-93.070038,BT3,0,0,0,0,0,0,0,0,0,0
2006,2006-06-21,eagan,E-23,44.857459,-93.109981,DN,0,0,0,0,0,0,0,0,0,0
2006,2006-06-21,eagan,E-23,44.857459,-93.109981,BT1,3,0,1,29,0,1,0,1,0,0
2006,2006-06-21,eagan,E-23,44.857459,-93.109981,BT2,1,0,0,20,0,0,0,2,0,0
2006,2006-06-21,eagan,E-23,44.857459,-93.109981,BT3,2,0,0,14,12,0,0,0,0,0
2006,2006-06-21,hastings,H-6,44.75551,-92.874954,DN,0,0,0,0,0,0,0,0,0,0
2006,2006-06-21,hastings,H-6,44.75551,-92.874954,BT1,0,0,0,22,22,0,0,0,0,0
2006,2006-06-21,hastings,H-6,44.75551,-92.874954,BT2,0,0,0,32,21,0,0,0,0,0
2006,2006-06-21,hastings,H-6,44.75551,-92.874954,BT3,0,0,0,45,43,0,0,0,0,0
2006,2006-06-21,hastings,H-56,44.688363,-92.966275,DN,1,2,7,0,0,6,93,5,10,2
2006,2006-06-21,hastings,H-56,44.688363,-92.966275,BT1,0,1,1,28,28,2,6,0,1,0
2006,2006-06-21,hastings,H-56,44.688363,-92.966275,BT2,0,1,0,34,2,2,10,2,0,1
2006,2006-06-21,hastings,H-56,44.688363,-92.966275,BT3,0,0,3,5,3,2,20,1,0,0
2006,2006-06-21,eagan,E-10,44.805622,-93.212713,DN,0,1,0,0,0,1,0,2,0,0
2006,2006-06-21,eagan,E-10,44.805622,-93.212713,BT1,3,0,0,12,12,0,0,1,0,0
2006,2006-06-21,eagan,E-10,44.805622,-93.212713,BT2,0,0,0,0,0,0,0,0,0,0
2006,2006-06-21,eagan,E-10,44.805622,-93.212713,BT3,0,0,0,0,0,0,0,0,0,0
2006,2006-06-21,farmington,F-4,44.680068,-93.168949,DN,0,0,0,0,0,0,0,1,0,0
2006,2006-06-21,farmington,F-4,44.680068,-93.168949,BT1,0,0,0,0,0,0,0,0,0,0
2006,2006-06-21,farmington,F-4,44.680068,-93.168949,BT2,0,0,0,0,0,0,0,1,0,0
2006,2006-06-21,farmington,F-4,44.680068,-93.168949,BT3,0,0,0,0,0,0,0,0,0,0
2006,2006-06-21,farmington,F-3,44.646677,-93.128044,DN,0,0,2,0,0,0,0,1,0,0
2006,2006-06-21,farmington,F-3,44.646677,-93.128044,BT1,0,1,0,0,0,0,0,0,0,0
2006,2006-06-21,farmington,F-3,44.646677,-93.128044,BT2,0,0,0,0,0,0,0,0,0,0
2006,2006-06-21,farmington,F-3,44.646677,-93.128044,BT3,0,0,0,0,0,0,0,0,0,0
2006,2006-06-24,mendota_heights,MH-2,44.873927,-93.114444,DN,1,0,0,0,0,1,0,2,0,0
2006,2006-06-24,mendota_heights,MH-2,44.873927,-93.114444,BT1,1,0,0,0,0,0,0,0,1,0
2006,2006-06-24,mendota_heights,MH-2,44.873927,-93.114444,BT2,0,0,0,0,0,0,0,1,0,0
2006,2006-06-24,mendota_heights,MH-2,44.873927,-93.114444,BT3,0,0,0,0,2,0,0,2,0,0
2006,2006-06-25,lakeville,L-9,44.689633,-93.16562,DN,0,1,3,0,0,0,0,2,1,0
2006,2006-06-25,lakeville,L-9,44.689633,-93.16562,BT1,0,1,1,4,1,3,0,0,0,0
2006,2006-06-25,lakeville,L-9,44.689633,-93.16562,BT2,0,0,0,0,0,0,0,0,0,0
2006,2006-06-25,lakeville,L-9,44.689633,-93.16562,BT3,0,0,0,0,0,0,0,0,0,0
2006,2006-06-26,apple_valley,AV-9,44.769215,-93.218532,DN,0,0,4,0,0,12,0,2,50,0
2006,2006-06-26,apple_valley,AV-9,44.769215,-93.218532,BT1,2,0,1,9,8,6,1,1,3,0
2006,2006-06-26,apple_valley,AV-9,44.769215,-93.218532,BT2,0,0,0,0,0,0,0,0,0,0
2006,2006-06-26,apple_valley,AV-9,44.769215,-93.218532,BT3,0,0,0,0,0,0,0,0,0,0
2006,2006-06-27,rosemount,R-6,44.755856,-93.113048,DN,2,1,6,0,0,6,0,16,16,2
2006,2006-06-27,rosemount,R-6,44.755856,-93.113048,BT1,3,7,0,25,3,7,1,0,2,0
2006,2006-06-27,rosemount,R-6,44.755856,-93.113048,BT2,0,4,1,5,2,6,0,0,5,0
2006,2006-06-27,rosemount,R-6,44.755856,-93.113048,BT3,3,2,1,2,0,5,0,0,3,0
2006,2006-06-28,eagan,E-22,44.859241,-93.109313,DN,1,0,0,0,0,2,0,2,0,0
2006,2006-06-28,eagan,E-22,44.859241,-93.109313,BT1,1,0,0,3,4,1,0,1,0,0
2006,2006-06-28,eagan,E-22,44.859241,-93.109313,BT2,0,0,0,0,0,0,0,0,0,0
2006,2006-06-28,eagan,E-22,44.859241,-93.109313,BT3,0,0,0,0,0,0,0,0,0,0
2006,2006-06-28,eagan,E-21,44.859539,-93.108757,DN,2,0,1,0,0,2,0,1,0,1
2006,2006-06-28,eagan,E-21,44.859539,-93.108757,BT1,2,0,0,7,29,1,0,0,0,0
2006,2006-06-28,eagan,E-21,44.859539,-93.108757,BT2,0,0,0,0,0,0,0,0,0,0
2006,2006-06-28,eagan,E-21,44.859539,-93.108757,BT3,0,0,0,0,0,0,0,0,0,0
2006,2006-06-28,rosemount,R-3,44.728672,-93.142343,DN,0,0,0,0,0,0,0,0,0,0
2006,2006-06-28,rosemount,R-3,44.728672,-93.142343,BT1,0,0,0,0,0,0,0,0,0,0
2006,2006-06-28,rosemount,R-3,44.728672,-93.142343,BT2,0,0,0,0,0,0,0,0,0,0
2006,2006-06-28,rosemount,R-3,44.728672,-93.142343,BT3,0,0,0,17,0,2,0,0,0,0
2006,2006-07-01,lakeville,L-7,44.693527,-93.310089,DN,1,0,2,0,0,0,0,2,0,1
2006,2006-07-01,lakeville,L-7,44.693527,-93.310089,BT1,2,0,1,2,10,0,0,1,1,1
2006,2006-07-01,lakeville,L-7,44.693527,-93.310089,BT2,0,0,0,0,0,0,0,0,0,0
2006,2006-07-01,lakeville,L-7,44.693527,-93.310089,BT3,0,0,0,0,0,0,0,0,0,0
2007,2007-05-20,apple_valley,AV-4,44.760693,-93.168552,DN,2,0,3,0,0,0,0,3,1,1
2007,2007-05-20,apple_valley,AV-4,44.760693,-93.168552,BT1,0,0,0,0,0,0,0,0,0,0
2007,2007-05-20,apple_valley,AV-4,44.760693,-93.168552,BT2,0,0,0,0,0,0,0,0,0,0
2007,2007-05-20,apple_valley,AV-4,44.760693,-93.168552,BT3,0,0,0,0,0,0,0,0,0,0
2007,2007-05-22,apple_valley,AV-9,44.769215,-93.218532,DN,2,2,2,0,0,2,0,3,1,1
2007,2007-05-22,apple_valley,AV-9,44.769215,-93.218532,BT1,0,1,0,5,37,1,0,2,0,0
2007,2007-05-22,apple_valley,AV-9,44.769215,-93.218532,BT2,0,0,0,0,0,0,0,0,0,0
2007,2007-05-22,apple_valley,AV-9,44.769215,-93.218532,BT3,0,0,0,0,0,0,0,0,0,0
2007,2007-05-22,apple_valley,AV-10,44.740445,-93.244595,DN,0,0,0,0,0,0,0,0,0,0
2007,2007-05-22,apple_valley,AV-10,44.740445,-93.244595,BT1,0,0,0,3,3,0,0,0,0,0
2007,2007-05-22,apple_valley,AV-10,44.740445,-93.244595,BT2,0,0,0,0,0,0,0,0,0,0
2007,2007-05-22,apple_valley,AV-10,44.740445,-93.244595,BT3,0,0,0,0,0,0,0,0,0,0
2007,2007-05-22,apple_valley,AV-12,44.754846,-93.178175,DN,2,0,1,10,2,1,0,2,0,0
2007,2007-05-22,apple_valley,AV-12,44.754846,-93.178175,BT1,0,0,0,0,0,0,0,2,0,0
2007,2007-05-22,apple_valley,AV-12,44.754846,-93.178175,BT2,0,0,0,0,0,0,0,0,0,0
2007,2007-05-22,apple_valley,AV-12,44.754846,-93.178175,BT3,0,0,0,0,0,0,0,0,0,0
2007,2007-05-22,lakeville,L-7,44.693527,-93.310089,DN,0,0,0,0,0,0,0,4,0,0
2007,2007-05-22,lakeville,L-7,44.693527,-93.310089,BT1,0,0,0,0,1,0,0,1,0,0
2007,2007-05-22,lakeville,L-7,44.693527,-93.310089,BT2,0,0,0,0,0,0,0,0,0,0
2007,2007-05-22,lakeville,L-7,44.693527,-93.310089,BT3,0,0,0,0,0,0,0,0,0,0
2007,2007-05-29,hastings,H-30,44.708145,-92.824535,DN,1,0,0,0,0,2,0,13,2,0
2007,2007-05-29,hastings,H-30,44.708145,-92.824535,BT1,2,0,0,4,10,0,0,0,2,0
2007,2007-05-29,hastings,H-30,44.708145,-92.824535,BT2,0,0,0,5,11,2,0,1,2,0
2007,2007-05-29,hastings,H-30,44.708145,-92.824535,BT3,1,0,0,3,14,1,0,1,1,0
2007,2007-06-01,burnsville,B-1,44.722346,-93.277829,DN,2,0,3,0,0,2,1,3,1,1
2007,2007-06-01,burnsville,B-1,44.722346,-93.277829,BT1,2,0,1,117,29,2,2,2,0,0
2007,2007-06-01,burnsville,B-1,44.722346,-93.277829,BT2,0,0,0,0,0,0,0,0,0,0
2007,2007-06-01,burnsville,B-1,44.722346,-93.277829,BT3,0,0,0,0,0,0,0,0,0,0
2007,2007-06-02,apple_valley,AV-9,44.769215,-93.218532,DN,1,1,2,0,0,3,1,2,1,0
2007,2007-06-02,apple_valley,AV-9,44.769215,-93.218532,BT1,0,1,2,60,110,1,1,0,0,0
2007,2007-06-02,apple_valley,AV-9,44.769215,-93.218532,BT2,0,0,0,0,0,0,0,0,0,0
2007,2007-06-02,apple_valley,AV-9,44.769215,-93.218532,BT3,0,0,0,0,0,0,0,0,0,0
2007,2007-06-02,lakeville,L-8,44.685149,-93.298978,DN,0,1,3,0,0,1,0,4,2,1
2007,2007-06-02,lakeville,L-8,44.685149,-93.298978,BT1,1,1,2,6,12,1,2,2,1,0
2007,2007-06-02,lakeville,L-8,44.685149,-93.298978,BT2,0,0,0,0,0,0,0,0,0,0
2007,2007-06-02,lakeville,L-8,44.685149,-93.298978,BT3,0,0,0,0,0,0,0,0,0,0
2007,2007-06-02,lakeville,L-7,44.693527,-93.310089,DN,1,0,2,0,0,1,0,2,1,1
2007,2007-06-02,lakeville,L-7,44.693527,-93.310089,BT1,1,0,0,0,0,1,0,1,1,1
2007,2007-06-02,lakeville,L-7,44.693527,-93.310089,BT2,1,0,0,3,44,2,0,3,0,0
2007,2007-06-02,lakeville,L-7,44.693527,-93.310089,BT3,0,0,0,10,56,0,0,0,0,0
2007,2007-06-04,mendota_heights,MH-2,44.873927,-93.114444,DN,4,0,0,0,0,2,2,3,1,1
2007,2007-06-04,mendota_heights,MH-2,44.873927,-93.114444,BT1,2,0,0,125,10,0,2,1,1,0
2007,2007-06-04,mendota_heights,MH-2,44.873927,-93.114444,BT2,0,0,0,0,0,0,0,0,0,0
2007,2007-06-04,mendota_heights,MH-2,44.873927,-93.114444,BT3,0,0,0,0,0,0,0,0,0,0
2007,2007-06-05,rosemount,R-1,44.755664,-93.154008,DN,1,0,0,0,0,0,0,0,0,0
2007,2007-06-05,rosemount,R-1,44.755664,-93.154008,BT1,0,0,0,38,6,0,0,0,0,0
2007,2007-06-05,rosemount,R-1,44.755664,-93.154008,BT2,0,0,0,20,3,0,0,0,0,0
2007,2007-06-05,rosemount,R-1,44.755664,-93.154008,BT3,0,0,0,0,0,0,0,0,0,0
2007,2007-06-06,hastings,H-4,44.727635,-92.887857,DN,1,5,1,0,0,1,0,3,1,0
2007,2007-06-06,hastings,H-4,44.727635,-92.887857,BT1,0,0,0,1,5,1,0,0,1,0
2007,2007-06-06,hastings,H-4,44.727635,-92.887857,BT2,0,0,0,2,0,0,0,0,0,0
2007,2007-06-06,hastings,H-4,44.727635,-92.887857,BT3,0,0,0,1,1,0,0,0,0,0
2007,2007-06-10,rosemount,R-17,44.761395,-93.119642,DN,0,0,0,0,0,0,0,0,0,0
2007,2007-06-10,rosemount,R-17,44.761395,-93.119642,BT1,0,0,0,8,3,0,0,0,0,0
2007,2007-06-10,rosemount,R-17,44.761395,-93.119642,BT2,0,0,0,0,0,0,0,0,0,0
2007,2007-06-10,rosemount,R-17,44.761395,-93.119642,BT3,0,0,0,0,0,0,0,0,0,0
2007,2007-06-12,hastings,H-6,44.75551,-92.874954,DN,0,0,0,0,0,2,0,1,1,0
2007,2007-06-12,hastings,H-6,44.75551,-92.874954,BT1,1,0,0,0,1,1,0,0,0,0
2007,2007-06-12,hastings,H-6,44.75551,-92.874954,BT2,1,0,0,0,1,1,0,0,0,0
2007,2007-06-12,hastings,H-6,44.75551,-92.874954,BT3,1,1,0,4,0,1,1,1,1,0
2007,2007-06-13,eagan,E-10,44.805622,-93.212713,DN,1,0,2,1,0,0,0,2,1,0
2007,2007-06-13,eagan,E-10,44.805622,-93.212713,BT1,0,0,0,0,0,0,0,0,0,0
2007,2007-06-13,eagan,E-10,44.805622,-93.212713,BT2,0,0,0,0,0,0,0,0,0,0
2007,2007-06-13,eagan,E-10,44.805622,-93.212713,BT3,0,0,0,0,0,0,0,0,0,0
2007,2007-06-13,eagan,E-7,44.836701,-93.141104,DN,2,2,2,0,0,2,0,4,1,0
2007,2007-06-13,eagan,E-7,44.836701,-93.141104,BT1,1,0,1,3,6,0,0,1,0,0
2007,2007-06-13,eagan,E-7,44.836701,-93.141104,BT2,0,0,0,0,0,0,0,0,0,0
2007,2007-06-13,eagan,E-7,44.836701,-93.141104,BT3,0,0,0,0,0,0,0,0,0,0
2007,2007-06-13,west_st_paul,WSP-2,44.910179,-93.070038,DN,1,1,0,0,0,2,1,4,1,0
2007,2007-06-13,west_st_paul,WSP-2,44.910179,-93.070038,BT1,0,1,1,6,5,1,0,1,1,0
2007,2007-06-13,west_st_paul,WSP-2,44.910179,-93.070038,BT2,0,0,0,0,0,0,0,0,0,0
2007,2007-06-13,west_st_paul,WSP-2,44.910179,-93.070038,BT3,0,0,0,0,0,0,0,0,0,0
2007,2007-06-16,burnsville,B-6,44.744358,-93.249891,DN,0,0,5,0,0,1,1,1,0,0
2007,2007-06-16,burnsville,B-6,44.744358,-93.249891,BT1,2,0,3,5,26,2,0,1,0,0
2007,2007-06-16,burnsville,B-6,44.744358,-93.249891,BT2,0,0,0,0,0,0,0,0,0,0
2007,2007-06-16,burnsville,B-6,44.744358,-93.249891,BT3,0,0,0,0,0,0,0,0,0,0
2007,2007-06-16,lakeville,L-9,44.689633,-93.16562,DN,0,1,0,0,0,2,1,0,1,0
2007,2007-06-16,lakeville,L-9,44.689633,-93.16562,BT1,0,0,0,1,0,1,0,0,0,0
2007,2007-06-16,lakeville,L-9,44.689633,-93.16562,BT2,0,0,0,0,0,0,0,0,0,0
2007,2007-06-16,lakeville,L-9,44.689633,-93.16562,BT3,0,0,0,0,0,0,0,0,0,0
2007,2007-06-17,rosemount,R-10,44.767005,-93.155453,DN,2,0,3,0,0,0,0,0,0,0
2007,2007-06-17,rosemount,R-10,44.767005,-93.155453,BT1,2,0,0,2,7,0,0,0,0,0
2007,2007-06-17,rosemount,R-10,44.767005,-93.155453,BT2,0,0,4,8,54,0,0,0,0,0
2007,2007-06-17,rosemount,R-10,44.767005,-93.155453,BT3,0,0,0,0,0,0,0,0,0,0
2007,2007-06-18,rosemount,R-15,44.753914,-93.156657,DN,0,0,0,0,0,0,0,1,0,0
2007,2007-06-18,rosemount,R-15,44.753914,-93.156657,BT1,0,0,0,34,0,0,0,0,0,0
2007,2007-06-18,rosemount,R-15,44.753914,-93.156657,BT2,0,0,0,32,8,0,0,0,0,0
2007,2007-06-18,rosemount,R-15,44.753914,-93.156657,BT3,0,0,0,0,0,0,0,0,0,0
2007,2007-06-19,farmington,F-3,44.646677,-93.128044,DN,0,1,1,0,0,0,0,0,0,0
2007,2007-06-19,farmington,F-3,44.646677,-93.128044,BT1,0,0,0,1,1,1,0,0,0,0
2007,2007-06-19,farmington,F-3,44.646677,-93.128044,BT2,0,0,1,0,0,0,0,0,1,0
2007,2007-06-19,farmington,F-3,44.646677,-93.128044,BT3,0,0,2,0,0,0,0,0,0,0
2007,2007-06-19,farmington,F-4,44.680068,-93.168949,DN,0,0,0,0,0,0,0,0,0,0
2007,2007-06-19,farmington,F-4,44.680068,-93.168949,BT1,0,0,0,0,0,0,0,0,0,0
2007,2007-06-19,farmington,F-4,44.680068,-93.168949,BT2,0,1,0,1,1,1,0,0,0,0
2007,2007-06-19,farmington,F-4,44.680068,-93.168949,BT3,0,0,0,0,1,0,0,0,1,0
2007,2007-06-19,hastings,H-6,44.75551,-92.874954,DN,0,0,0,0,0,1,0,3,1,1
2007,2007-06-19,hastings,H-6,44.75551,-92.874954,BT1,2,0,0,13,8,0,0,2,0,0
2007,2007-06-19,hastings,H-6,44.75551,-92.874954,BT2,0,0,0,0,0,0,0,0,0,0
2007,2007-06-19,hastings,H-6,44.75551,-92.874954,BT3,0,0,0,0,0,0,0,0,0,0
2007,2007-06-19,hastings,H-56,44.688363,-92.966275,DN,0,0,0,0,0,1,0,2,0,0
2007,2007-06-19,hastings,H-56,44.688363,-92.966275,BT1,0,0,0,1,0,1,0,1,0,0
2007,2007-06-19,hastings,H-56,44.688363,-92.966275,BT2,0,0,0,0,0,1,0,0,0,0
2007,2007-06-19,hastings,H-56,44.688363,-92.966275,BT3,0,0,0,0,0,1,0,2,0,0
2007,2007-06-19,mendota_heights,MH-11,44.865776,-93.118402,DN,3,0,0,0,0,2,0,2,1,0
2007,2007-06-19,mendota_heights,MH-11,44.865776,-93.118402,BT1,1,0,2,270,25,1,0,2,1,0
2007,2007-06-19,mendota_heights,MH-11,44.865776,-93.118402,BT2,0,0,0,0,0,0,0,0,0,0
2007,2007-06-19,mendota_heights,MH-11,44.865776,-93.118402,BT3,0,0,0,0,0,0,0,0,0,0
2007,2007-06-20,eagan,E-9,44.795524,-93.134188,DN,2,0,4,0,0,0,0,7,1,0
2007,2007-06-20,eagan,E-9,44.795524,-93.134188,BT1,2,0,2,1,2,0,0,0,1,0
2007,2007-06-20,eagan,E-9,44.795524,-93.134188,BT2,3,0,2,0,1,0,0,1,1,0
2007,2007-06-20,eagan,E-9,44.795524,-93.134188,BT3,1,0,0,1,1,0,0,0,1,0
2007,2007-06-21,eagan,E-9,44.795524,-93.134188,DN,0,0,1,1,1,1,0,2,0,0
2007,2007-06-21,eagan,E-9,44.795524,-93.134188,BT1,0,0,2,18,47,0,0,2,0,1
2007,2007-06-21,eagan,E-9,44.795524,-93.134188,BT2,0,0,0,0,0,0,0,0,0,0
2007,2007-06-21,eagan,E-9,44.795524,-93.134188,BT3,0,0,0,0,0,0,0,0,0,0
2007,2007-06-21,eagan,E-24,44.823759,-93.138276,DN,1,1,1,0,0,0,1,0,1,0
2007,2007-06-21,eagan,E-24,44.823759,-93.138276,BT1,1,0,0,48,41,0,0,0,1,0
2007,2007-06-21,eagan,E-24,44.823759,-93.138276,BT2,1,0,1,0,0,0,0,1,0,0
2007,2007-06-21,eagan,E-24,44.823759,-93.138276,BT3,0,0,0,0,0,0,0,0,0,0
2007,2007-06-25,mendota_heights,MH-2,44.873927,-93.114444,DN,0,0,0,0,0,0,0,0,0,0
2007,2007-06-25,mendota_heights,MH-2,44.873927,-93.114444,BT1,0,0,2,57,30,0,0,0,0,0
2007,2007-06-25,mendota_heights,MH-2,44.873927,-93.114444,BT2,0,0,0,74,30,0,0,0,0,0
2007,2007-06-25,mendota_heights,MH-2,44.873927,-93.114444,BT3,10,0,0,32,20,0,0,0,0,0
2007,2007-06-27,burnsville,B-1,44.722346,-93.277829,DN,2,1,1,0,0,1,0,2,1,1
2007,2007-06-27,burnsville,B-1,44.722346,-93.277829,BT1,1,1,0,67,2,2,0,1,0,0
2007,2007-06-27,burnsville,B-1,44.722346,-93.277829,BT2,0,1,1,54,2,2,0,1,1,0
2007,2007-06-27,burnsville,B-1,44.722346,-93.277829,BT3,2,0,0,25,2,2,0,0,1,0
2007,2007-06-28,rosemount,R-1,44.755664,-93.154008,DN,0,1,1,0,0,1,2,3,2,1
2007,2007-06-28,rosemount,R-1,44.755664,-93.154008,BT1,0,1,1,161,33,0,0,0,1,0
2007,2007-06-28,rosemount,R-1,44.755664,-93.154008,BT2,0,0,0,0,0,0,0,0,0,0
2007,2007-06-28,rosemount,R-1,44.755664,-93.154008,BT3,0,0,0,0,0,0,0,0,0,0
2007,2007-07-26,burnsville,B-3,44.773658,-93.322624,DN,0,0,2,0,0,0,0,1,0,1
2007,2007-07-26,burnsville,B-3,44.773658,-93.322624,BT1,0,0,1,0,0,0,0,3,0,0
2007,2007-07-26,burnsville,B-3,44.773658,-93.322624,BT2,0,0,0,0,0,0,0,0,0,0
2007,2007-07-26,burnsville,B-3,44.773658,-93.322624,BT3,0,0,0,0,0,0,0,0,0,0
2008,2008-05-25,hastings,H-30,44.708145,-92.824535,DN,0,0,0,0,0,1,0,1,0,1
2008,2008-05-25,hastings,H-30,44.708145,-92.824535,BT1,2,0,1,46,66,1,0,1,0,0
2008,2008-05-25,hastings,H-30,44.708145,-92.824535,BT2,2,0,0,24,16,1,0,0,0,0
2008,2008-05-25,hastings,H-30,44.708145,-92.824535,BT3,1,0,1,50,38,0,0,0,0,0
2008,2008-06-03,apple_valley,AV-13,44.75792,-93.17495,DN,2,0,1,0,0,1,3,0,0,1
2008,2008-06-03,apple_valley,AV-13,44.75792,-93.17495,BT1,1,0,1,0,0,0,1,2,0,0
2008,2008-06-03,apple_valley,AV-13,44.75792,-93.17495,BT2,1,0,1,0,1,0,1,2,0,0
2008,2008-06-03,apple_valley,AV-13,44.75792,-93.17495,BT3,0,0,1,0,1,0,1,2,0,0
2008,2008-06-03,apple_valley,AV-12,44.754846,-93.178175,DN,2,0,1,0,0,1,1,3,2,0
2008,2008-06-03,apple_valley,AV-12,44.754846,-93.178175,BT1,1,0,1,284,24,2,0,2,1,0
2008,2008-06-03,apple_valley,AV-12,44.754846,-93.178175,BT2,0,0,0,3,0,1,0,0,1,0
2008,2008-06-03,apple_valley,AV-12,44.754846,-93.178175,BT3,0,0,0,5,2,1,0,1,1,0
2008,2008-06-03,apple_valley,AV-1,44.763729,-93.190726,DN,1,0,3,0,0,3,0,3,2,0
2008,2008-06-03,apple_valley,AV-1,44.763729,-93.190726,BT1,1,0,0,0,3,1,0,1,1,0
2008,2008-06-03,apple_valley,AV-1,44.763729,-93.190726,BT2,2,0,1,1,0,0,0,1,1,0
2008,2008-06-03,apple_valley,AV-1,44.763729,-93.190726,BT3,1,0,0,1,0,1,0,0,1,0
2008,2008-06-03,rosemount,R-4,44.748146,-93.133131,DN,0,0,0,0,0,0,0,0,0,0
2008,2008-06-03,rosemount,R-4,44.748146,-93.133131,BT1,0,0,0,53,14,0,0,0,0,0
2008,2008-06-03,rosemount,R-4,44.748146,-93.133131,BT2,0,0,0,0,0,0,0,0,0,0
2008,2008-06-03,rosemount,R-4,44.748146,-93.133131,BT3,0,0,0,0,0,0,0,0,0,0
2008,2008-06-04,eagan,E-10,44.805622,-93.212713,DN,2,0,2,0,0,1,1,3,1,0
2008,2008-06-04,eagan,E-10,44.805622,-93.212713,BT1,1,0,0,2,3,0,0,2,3,0
2008,2008-06-04,eagan,E-10,44.805622,-93.212713,BT2,0,0,1,2,0,1,0,2,2,0
2008,2008-06-04,eagan,E-10,44.805622,-93.212713,BT3,0,0,0,3,0,1,0,2,2,0
2008,2008-06-04,hastings,H-4,44.727635,-92.887857,DN,2,1,0,0,0,1,1,3,1,0
2008,2008-06-04,hastings,H-4,44.727635,-92.887857,BT1,0,0,0,1,6,1,0,0,2,0
2008,2008-06-04,hastings,H-4,44.727635,-92.887857,BT2,0,0,0,0,0,0,0,0,1,0
2008,2008-06-04,hastings,H-4,44.727635,-92.887857,BT3,0,0,0,0,0,0,0,0,1,0
2008,2008-06-08,apple_valley,AV-14,44.725536,-93.164447,DN,0,0,0,0,0,1,0,2,0,0
2008,2008-06-08,apple_valley,AV-14,44.725536,-93.164447,BT1,0,0,0,28,6,1,0,2,2,0
2008,2008-06-08,apple_valley,AV-14,44.725536,-93.164447,BT2,0,0,0,0,0,0,0,0,0,0
2008,2008-06-08,apple_valley,AV-14,44.725536,-93.164447,BT3,0,0,0,0,0,0,0,0,0,0
2008,2008-06-08,hastings,H-6,44.75551,-92.874954,DN,1,1,0,0,0,0,0,1,1,0
2008,2008-06-08,hastings,H-6,44.75551,-92.874954,BT1,0,0,0,47,10,0,0,1,2,0
2008,2008-06-08,hastings,H-6,44.75551,-92.874954,BT2,1,0,0,52,15,0,0,0,0,0
2008,2008-06-08,hastings,H-6,44.75551,-92.874954,BT3,0,0,0,25,16,0,0,0,0,0
2008,2008-06-08,lakeville,L-8,44.685149,-93.298978,DN,0,0,0,0,0,0,0,0,0,0
2008,2008-06-08,lakeville,L-8,44.685149,-93.298978,BT1,0,0,0,2,1,0,0,0,0,0
2008,2008-06-08,lakeville,L-8,44.685149,-93.298978,BT2,0,0,0,0,0,0,0,0,0,0
2008,2008-06-08,lakeville,L-8,44.685149,-93.298978,BT3,0,0,0,0,0,0,0,0,0,0
2008,2008-06-08,lakeville,L-7,44.693527,-93.310089,DN,0,0,0,0,0,0,0,0,0,0
2008,2008-06-08,lakeville,L-7,44.693527,-93.310089,BT1,0,0,0,60,141,0,0,0,0,0
2008,2008-06-08,lakeville,L-7,44.693527,-93.310089,BT2,0,0,0,0,0,0,0,0,0,0
2008,2008-06-08,lakeville,L-7,44.693527,-93.310089,BT3,0,0,0,0,0,0,0,0,0,0
2008,2008-06-08,lakeville,L-4,44.685557,-93.257247,DN,0,0,0,0,0,0,0,0,0,0
2008,2008-06-08,lakeville,L-4,44.685557,-93.257247,BT1,0,0,0,326,173,0,0,0,0,0
2008,2008-06-08,lakeville,L-4,44.685557,-93.257247,BT2,0,0,0,0,0,0,0,0,0,0
2008,2008-06-08,lakeville,L-4,44.685557,-93.257247,BT3,0,0,0,0,0,0,0,0,0,0
2008,2008-06-08,rosemount,R-5,44.771341,-93.128483,DN,2,1,2,0,0,1,1,6,3,2
