year,township,WLN,method,clitellata_hirudinida,insecta_ephemeroptera,insecta_odonata,insecta_hemiptera,insecta_coleoptera,insecta_diptera,insecta_trichoptera,gastropoda_basommatophora,crustacea,mollusca
2004,farmington,F-5,BT2,2,0,0,1,0,1,0,0,0,0
2004,farmington,F-5,BT3,1,1,0,0,1,1,0,0,0,0
2004,lakeville,L-4,DN,1,1,2,0,0,2,0,6,2,1
2004,lakeville,L-4,BT1,1,1,3,8,17,2,0,5,0,0
2004,lakeville,L-4,BT2,0,0,0,0,0,0,0,0,0,0
2004,lakeville,L-4,BT3,0,0,0,0,0,0,0,0,0,0
2004,lakeville,L-9,DN,0,0,1,0,0,1,0,2,1,0
2004,lakeville,L-9,BT1,1,0,1,29,14,1,0,1,1,0
2004,lakeville,L-9,BT2,0,0,0,0,0,0,0,0,0,0
2004,lakeville,L-9,BT3,0,0,0,0,0,0,0,0,0,0
2004,mendota_heights,MH-2,DN,1,0,2,0,0,4,31,131,2,6
2004,mendota_heights,MH-2,BT1,2,0,0,46,3,5,79,0,0,0
2004,mendota_heights,MH-2,BT2,0,0,0,0,0,0,0,0,0,0
2004,mendota_heights,MH-2,BT3,0,0,0,0,0,0,0,0,0,0
2004,hastings,H-6,DN,1,0,0,1,0,0,0,3,1,0
2004,hastings,H-6,BT1,3,0,0,1,1,0,0,2,0,0
2004,hastings,H-6,BT2,3,0,0,1,1,0,0,0,1,1
2004,hastings,H-6,BT3,3,0,1,1,2,0,0,2,1,1
2004,rosemount,R-12,DN,6,0,12,22,9,7,0,56,0,0
2004,rosemount,R-12,BT1,4,0,2,0,0,0,0,15,0,0
2004,rosemount,R-12,BT2,0,0,0,0,0,0,0,0,0,0
2004,rosemount,R-12,BT3,0,0,0,0,0,0,0,0,0,0
2004,eagan,E-17,DN,0,0,3,0,0,1,0,2,1,0
2004,eagan,E-17,BT1,1,0,0,7,2,1,1,2,1,0
2004,eagan,E-17,BT2,0,0,0,0,0,0,0,0,0,0
2004,eagan,E-17,BT3,0,0,0,0,0,0,0,0,0,0
2004,hastings,sand_coulee,DN,6,0,0,0,0,0,2,1,3,9
2004,hastings,sand_coulee,BT1,65,0,0,60,22,0,0,1,2,0
2004,hastings,sand_coulee,BT2,97,0,0,10,8,3,0,2,0,0
2004,hastings,sand_coulee,BT3,150,0,0,16,21,0,0,0,1,0
2004,burnsville,B-1,DN,3,0,1,71,4,2,0,11,0,1
2004,burnsville,B-1,BT1,5,0,1,0,0,61,0,1,0,0
2004,burnsville,B-1,BT2,0,0,0,0,0,0,0,0,0,0
2004,burnsville,B-1,BT3,0,0,0,0,0,0,0,0,0,0
2004,apple_valley,AV-1,DN,0,1,3,0,0,3,0,1,2,0
2004,apple_valley,AV-1,BT1,0,0,1,34,14,50,0,0,1,0
2004,apple_valley,AV-1,BT2,0,0,0,0,0,0,0,0,0,0
2004,apple_valley,AV-1,BT3,0,0,0,0,0,0,0,0,0,0
2004,eagan,E-9,DN,2,0,1,0,0,3,0,2,0,1
2004,eagan,E-9,BT1,2,0,0,110,30,3,0,1,0,1
2004,eagan,E-9,BT2,0,0,0,0,0,0,0,0,0,0
2004,eagan,E-9,BT3,0,0,0,0,0,0,0,0,0,0
2004,apple_valley,AV-7,DN,0,0,0,708,17,0,0,0,0,0
2004,apple_valley,AV-7,BT1,0,0,0,0,0,0,0,0,0,0
2004,apple_valley,AV-7,BT2,0,0,0,0,0,0,0,0,0,0
2004,apple_valley,AV-7,BT3,1,0,0,0,0,0,0,1,6,1
2004,eagan,E-14,DN,1,1,1,0,0,2,0,2,0,0
2004,eagan,E-14,BT1,1,0,2,16,6,1,1,1,1,0
2004,eagan,E-14,BT2,0,0,0,0,0,0,0,0,0,0
2004,eagan,E-14,BT3,0,0,0,0,0,0,0,0,0,0
2004,rosemount,R-1,DN,0,0,2,0,0,1,0,2,2,1
2004,rosemount,R-1,BT1,1,0,1,15,6,1,0,0,1,0
2004,rosemount,R-1,BT2,0,0,0,0,0,0,0,0,0,0
2004,rosemount,R-1,BT3,0,0,0,0,0,0,0,0,0,0
2004,rosemount,R-1,DN,0,0,0,0,0,0,1,16,0,1
2004,rosemount,R-1,BT1,6,1,5,71,145,2,0,1,0,0
2004,rosemount,R-1,BT2,0,0,0,0,0,0,0,0,0,0
2004,rosemount,R-1,BT3,0,0,0,0,0,0,0,0,0,0
2004,lakeville,L-7,DN,1,0,9,0,0,0,1,43,10,8
2004,lakeville,L-7,BT1,0,0,2,41,2,1,1,10,60,0
2004,lakeville,L-7,BT2,0,0,0,0,0,0,0,0,0,0
2004,lakeville,L-7,BT3,0,0,0,0,0,0,0,0,0,0
2004,burnsville,B-11,DN,4,0,0,0,0,6,0,66,0,0
2004,burnsville,B-11,BT1,23,0,0,360,33,28,0,12,2,0
2004,burnsville,B-11,BT2,0,0,0,0,0,0,0,0,0,0
2004,burnsville,B-11,BT3,0,0,0,0,0,0,0,0,0,0
2005,hastings,H-30,DN,0,0,0,0,0,0,0,0,0,0
2005,hastings,H-30,BT1,8,0,0,25,7,0,0,0,1,0
2005,hastings,H-30,BT2,0,0,1,18,6,0,0,1,0,0
2005,hastings,H-30,BT3,7,0,1,18,7,0,0,0,1,0
2005,rosemount,R-14,DN,0,4,3,0,0,2,4,18,190,0
2005,rosemount,R-14,BT1,0,0,13,24,26,0,2,1,0,0
2005,rosemount,R-14,BT2,0,0,0,0,0,0,0,0,0,0
2005,rosemount,R-14,BT3,0,0,0,0,0,0,0,0,0,0
2005,farmington,F-3,DN,0,0,1,0,0,0,0,0,0,0
2005,farmington,F-3,BT1,0,1,0,0,0,0,0,0,0,0
2005,farmington,F-3,BT2,0,0,0,0,0,0,0,0,0,0
2005,farmington,F-3,BT3,0,0,0,0,0,0,0,0,0,0
2005,farmington,F-4,DN,0,1,1,2,2,1,0,0,0,0
2005,farmington,F-4,BT1,0,0,0,0,0,0,0,0,0,0
2005,farmington,F-4,BT2,0,0,0,0,1,0,0,0,0,0
2005,farmington,F-4,BT3,0,0,0,0,0,0,0,0,0,0
2005,burnsville,B-6,DN,0,0,0,152,31,0,0,0,0,0
2005,burnsville,B-6,BT1,0,0,0,0,0,0,0,0,0,0
2005,burnsville,B-6,BT2,0,0,0,0,0,0,0,0,0,0
2005,burnsville,B-6,BT3,0,0,0,0,0,0,0,0,0,0
2005,farmington,F-1,DN,8,0,7,0,0,7,1,12,0,0
2005,farmington,F-1,BT1,2,0,0,26,1,1,0,0,0,0
2005,farmington,F-1,BT2,1,0,3,1,2,0,1,0,0,0
2005,farmington,F-1,BT3,2,0,0,44,10,0,0,0,0,0
2005,mendota_heights,MH-2,DN,0,1,3,0,0,1,1,3,2,1
2005,mendota_heights,MH-2,BT1,0,1,0,78,2,1,1,1,1,0
2005,mendota_heights,MH-2,BT2,0,0,0,0,0,0,0,0,0,0
2005,mendota_heights,MH-2,BT3,0,0,0,0,0,0,0,0,0,0
2005,rosemount,R-1,DN,0,0,2,0,0,2,1,3,1,0
2005,rosemount,R-1,BT1,1,1,1,12,29,1,0,1,1,0
2005,rosemount,R-1,BT2,2,0,2,0,7,2,0,0,0,0
2005,rosemount,R-1,BT3,1,0,2,3,12,1,1,1,1,0
2005,apple_valley,AV-6,DN,1,1,1,0,0,2,0,2,1,1
2005,apple_valley,AV-6,BT1,2,0,2,6,0,0,1,1,1,0
2005,apple_valley,AV-6,BT2,0,0,0,0,0,0,0,0,0,0
2005,apple_valley,AV-6,BT3,0,0,0,0,0,0,0,0,0,0
2005,apple_valley,AV-8,DN,1,0,0,22,1,2,0,0,1,0
2005,apple_valley,AV-8,BT1,0,0,2,0,0,1,1,3,0,0
2005,apple_valley,AV-8,BT2,0,0,0,0,0,0,0,0,0,0
2005,apple_valley,AV-8,BT3,0,0,0,0,0,0,0,0,0,0
2005,apple_valley,AV-9,DN,3,0,3,19,35,2,2,2,1,0
2005,apple_valley,AV-9,BT1,3,0,1,0,0,1,2,3,1,0
2005,apple_valley,AV-9,BT2,0,0,0,0,0,0,0,0,0,0
2005,apple_valley,AV-9,BT3,0,0,0,0,0,0,0,0,0,0
2005,hastings,H-6,DN,0,0,0,0,0,0,0,4,1,1
2005,hastings,H-6,BT1,0,0,0,0,0,0,0,0,0,0
2005,hastings,H-6,BT2,0,0,0,0,0,0,0,0,0,0
2005,hastings,H-6,BT3,0,0,0,0,0,0,0,0,0,0
2005,hastings,H-4,DN,1,2,0,0,0,0,0,8,19,4
2005,hastings,H-4,BT1,1,0,0,6,16,0,1,0,2,0
2005,hastings,H-4,BT2,0,0,0,23,47,1,0,0,2,0
2005,hastings,H-4,BT3,0,0,0,32,7,0,0,0,2,0
2005,apple_valley,AV-1,DN,0,0,0,0,0,0,1,0,0,0
2005,apple_valley,AV-1,BT1,0,0,3,11,45,3,51,2,1,0
2005,apple_valley,AV-1,BT2,0,0,0,0,0,0,0,0,0,0
2005,apple_valley,AV-1,BT3,0,0,0,0,0,0,0,0,0,0
2005,rosemount,R-12,DN,0,1,8,0,0,0,0,34,0,0
2005,rosemount,R-12,BT1,0,0,0,0,0,1,0,0,0,0
2005,rosemount,R-12,BT2,0,0,0,0,0,0,0,0,0,0
2005,rosemount,R-12,BT3,0,0,3,204,71,0,0,14,0,0
2005,lakeville,L-7,DN,3,0,3,0,0,3,1,2,1,1
2005,lakeville,L-7,BT1,1,0,2,0,0,1,0,4,0,1
2005,lakeville,L-7,BT2,0,0,0,0,0,0,0,0,0,0
2005,lakeville,L-7,BT3,0,0,0,0,0,0,0,0,0,0
2005,rosemount,R-1,DN,0,0,2,0,0,1,0,2,2,0
2005,rosemount,R-1,BT1,0,0,0,66,18,0,0,0,0,0
2005,rosemount,R-1,BT2,0,0,0,0,0,0,0,0,0,0
2005,rosemount,R-1,BT3,0,0,0,0,0,0,0,0,0,0
2005,eagan,E-10,DN,0,0,0,0,0,1,0,1,0,0
2005,eagan,E-10,BT1,0,0,0,1,2,0,0,0,0,0
2005,eagan,E-10,BT2,0,0,0,0,0,1,0,0,0,0
2005,eagan,E-10,BT3,0,0,0,0,0,1,0,0,0,0
2005,hastings,H-6,DN,0,1,0,0,0,0,0,2,1,0
2005,hastings,H-6,BT1,0,1,0,3,1,0,0,1,1,0
2005,hastings,H-6,BT2,0,0,0,3,0,0,0,2,1,0
2005,hastings,H-6,BT3,1,0,0,5,1,0,0,2,1,0
2005,lakeville,L-7,DN,0,0,0,0,0,0,0,0,0,0
2005,lakeville,L-7,BT1,0,0,0,45,27,0,0,0,0,0
2005,lakeville,L-7,BT2,0,0,0,0,0,0,0,0,0,0
2005,lakeville,L-7,BT3,0,0,0,0,0,0,0,0,0,0
2005,mendota_heights,MH-11,DN,4,0,0,58,76,1,1,3,1,0
2005,mendota_heights,MH-11,BT1,5,0,0,0,0,0,0,2,1,0
2005,mendota_heights,MH-11,BT2,0,0,0,0,0,0,0,0,0,0
2005,mendota_heights,MH-11,BT3,0,0,0,0,0,0,0,0,0,0
2005,rosemount,R-15,DN,0,1,2,0,0,1,1,4,0,0
2005,rosemount,R-15,BT1,0,0,0,0,0,0,0,0,0,0
2005,rosemount,R-15,BT2,0,0,0,0,0,0,0,0,0,0
2005,rosemount,R-15,BT3,0,0,0,26,10,1,1,2,0,0
2005,burnsville,B-1,DN,3,0,1,268,62,0,0,1,1,1
2005,burnsville,B-1,BT1,4,0,2,0,0,1,0,1,1,1
2005,burnsville,B-1,BT2,0,0,0,0,0,0,0,0,0,0
2005,burnsville,B-1,BT3,0,0,0,0,0,0,0,0,0,0
2005,eagan,E-19,DN,1,0,1,2,0,1,1,2,1,0
2005,eagan,E-19,BT1,1,0,1,0,0,1,0,1,0,0
2005,eagan,E-19,BT2,0,0,0,0,0,0,0,0,0,0
2005,eagan,E-19,BT3,0,0,0,0,0,0,0,0,0,0
2005,eagan,E-20,DN,0,1,2,6,5,1,3,2,1,0
2005,eagan,E-20,BT1,1,0,1,0,0,0,0,1,0,0
2005,eagan,E-20,BT2,0,0,0,0,0,0,0,0,0,0
2005,eagan,E-20,BT3,0,0,0,0,0,0,0,0,0,0
2005,hastings,H-56,DN,0,1,2,0,0,1,1,0,1,0
2005,hastings,H-56,BT1,0,0,0,0,0,1,0,2,0,0
2005,hastings,H-56,BT2,0,1,0,0,0,4,0,1,1,0
2005,hastings,H-56,BT3,0,0,0,3,5,9,1,4,0,0
2005,lakeville,L-8,DN,0,0,0,0,0,0,0,0,0,0
2005,lakeville,L-8,BT1,0,0,0,26,10,0,0,0,0,0
2005,lakeville,L-8,BT2,0,0,0,0,0,0,0,0,0,0
2005,lakeville,L-8,BT3,0,0,0,0,0,0,0,0,0,0
2005,lakeville,L-4,DN,0,0,0,0,0,0,0,0,0,0
2005,lakeville,L-4,BT1,0,0,0,10,168,0,0,0,0,0
2005,lakeville,L-4,BT2,0,0,0,0,0,0,0,0,0,0
2005,lakeville,L-4,BT3,0,0,0,0,0,0,0,0,0,0
2005,lakeville,L-9,DN,0,1,3,0,0,3,0,4,1,0
2005,lakeville,L-9,BT1,0,0,1,0,0,1,0,1,1,0
2005,lakeville,L-9,BT2,0,0,0,0,0,0,0,0,0,0
2005,lakeville,L-9,BT3,0,0,0,0,0,0,0,0,0,0
2005,mendota_heights,MH-2,DN,0,0,0,173,5,0,0,0,0,0
2005,mendota_heights,MH-2,BT1,0,0,0,122,15,0,0,0,0,0
2005,mendota_heights,MH-2,BT2,0,0,0,0,0,0,0,0,0,0
2005,mendota_heights,MH-2,BT3,0,0,0,0,0,0,0,0,0,0
2005,burnsville,B-3,DN,0,2,2,5,0,1,1,2,2,0
2005,burnsville,B-3,BT1,1,2,1,0,0,0,1,3,1,0
2005,burnsville,B-3,BT2,0,0,0,0,0,0,0,0,0,0
2005,burnsville,B-3,BT3,0,0,0,0,0,0,0,0,0,0
2005,farmington,F-1,DN,2,0,0,0,0,2,1,3,1,0
2005,farmington,F-1,BT1,4,0,1,3,18,3,1,3,1,0
2005,farmington,F-1,BT2,0,0,0,0,14,0,0,0,0,0
2005,farmington,F-1,BT3,0,0,0,0,0,0,0,0,0,0
2005,west_st_paul,WSP-1,DN,0,0,3,0,0,2,0,3,1,0
2005,west_st_paul,WSP-1,BT1,1,0,3,3,0,0,0,1,1,0
2005,west_st_paul,WSP-1,BT2,0,0,0,0,0,0,0,0,0,0
2005,west_st_paul,WSP-1,BT3,0,0,0,0,0,0,0,0,0,0
2005,apple_valley,AV-1,DN,1,3,1,0,0,23,0,36,105,1
2005,apple_valley,AV-1,BT1,2,0,2,10,8,13,0,0,5,0
2005,apple_valley,AV-1,BT2,3,0,1,9,16,7,0,2,1,0
2005,apple_valley,AV-1,BT3,4,0,1,10,16,5,0,0,6,0
2005,burnsville,B-1,DN,1,0,2,48,4,0,0,1,2,1
2005,burnsville,B-1,BT1,0,0,1,0,0,1,0,0,2,0
2005,burnsville,B-1,BT2,0,0,0,0,0,0,0,0,0,0
2005,burnsville,B-1,BT3,0,0,0,0,0,0,0,0,0,0
2005,eagan,E-10,DN,1,0,2,0,0,0,0,2,0,0
2005,eagan,E-10,BT1,1,0,0,20,1,1,0,0,1,0
2005,eagan,E-10,BT2,0,0,0,0,0,0,0,0,0,0
2005,eagan,E-10,BT3,0,0,0,0,0,0,0,0,0,0
2005,burnsville,B-11,DN,0,0,0,0,0,0,0,0,0,0
2005,burnsville,B-11,BT1,0,0,0,504,93,0,0,0,0,0
2005,burnsville,B-11,BT2,0,0,0,0,0,0,0,0,0,0
2005,burnsville,B-11,BT3,0,0,0,0,0,0,0,0,0,0
2006,rosemount,R-2,DN,1,1,3,0,0,0,0,2,0,1
2006,rosemount,R-2,BT1,0,0,0,0,0,0,0,0,0,0
2006,rosemount,R-2,BT2,0,0,0,0,0,0,0,0,0,0
2006,rosemount,R-2,BT3,0,0,1,3,5,0,1,2,1,1
2006,hastings,H-30,DN,0,0,0,0,0,2,0,2,1,0
2006,hastings,H-30,BT1,2,0,1,21,21,0,0,1,1,0
2006,hastings,H-30,BT2,1,0,1,1,1,0,0,1,1,0
2006,hastings,H-30,BT3,1,0,1,2,1,1,0,1,1,0
2006,burnsville,B-2,DN,5,0,20,0,0,13,0,10,0,0
2006,burnsville,B-2,BT1,0,0,0,30,6,0,0,2,0,0
2006,burnsville,B-2,BT2,0,0,0,0,0,0,0,0,0,0
2006,burnsville,B-2,BT3,0,0,0,0,0,0,0,0,0,0
2006,mendota_heights,MH-2,DN,1,0,3,0,0,0,4,5,2,0
2006,mendota_heights,MH-2,BT1,3,2,0,241,8,1,3,1,1,1
2006,mendota_heights,MH-2,BT2,0,0,0,0,0,0,0,0,0,0
2006,mendota_heights,MH-2,BT3,0,0,0,0,0,0,0,0,0,0
2006,rosemount,R-7,DN,1,0,3,0,0,3,1,3,1,1
2006,rosemount,R-7,BT1,0,0,1,0,0,0,0,0,0,0
2006,rosemount,R-7,BT2,0,0,0,0,0,0,0,0,0,0
2006,rosemount,R-7,BT3,2,0,2,223,58,1,4,2,1,0
2006,apple_valley,AV-1,DN,2,1,5,0,0,3,2,3,3,0
2006,apple_valley,AV-1,BT1,2,0,2,15,15,0,0,2,0,0
2006,apple_valley,AV-1,BT2,0,0,0,0,0,0,0,0,0,0
2006,apple_valley,AV-1,BT3,0,0,0,0,0,0,0,0,0,0
2006,apple_valley,AV-6,DN,1,0,1,0,0,1,1,1,1,0
2006,apple_valley,AV-6,BT1,2,0,0,3,1,0,1,0,1,0
2006,apple_valley,AV-6,BT2,0,0,0,0,0,0,0,0,0,0
2006,apple_valley,AV-6,BT3,0,0,0,0,0,0,0,0,0,0
2006,apple_valley,AV-8,DN,3,0,2,0,0,2,0,2,3,1
2006,apple_valley,AV-8,BT1,0,0,1,5,0,1,1,0,1,0
2006,apple_valley,AV-8,BT2,0,0,0,0,0,0,0,0,0,0
2006,apple_valley,AV-8,BT3,0,0,0,0,0,0,0,0,0,0
2006,apple_valley,AV-9,DN,1,1,2,0,0,0,0,1,1,0
2006,apple_valley,AV-9,BT1,2,0,2,0,0,2,1,0,1,0
2006,apple_valley,AV-9,BT2,0,0,0,0,0,0,0,0,0,0
2006,apple_valley,AV-9,BT3,0,0,0,0,4,0,0,0,0,0
2006,hastings,H-4,DN,11,11,2,0,0,5,0,5,28,3
2006,hastings,H-4,BT1,0,0,0,3,3,0,0,3,1,0
2006,hastings,H-4,BT2,0,0,0,2,6,3,0,1,3,1
2006,hastings,H-4,BT3,0,0,0,4,7,1,0,10,11,0
2006,burnsville,B-11,DN,1,0,0,0,0,0,0,1,1,0
2006,burnsville,B-11,BT1,2,0,1,1,11,0,1,0,0,0
2006,burnsville,B-11,BT2,0,0,0,0,0,0,0,0,0,0
2006,burnsville,B-11,BT3,0,0,0,0,0,0,0,0,0,0
2006,eagan,E-10,DN,0,0,0,0,0,0,0,0,0,0
2006,eagan,E-10,BT1,0,0,0,3,1,0,0,0,0,0
2006,eagan,E-10,BT2,0,0,0,5,1,0,0,0,0,0
2006,eagan,E-10,BT3,0,0,0,0,0,0,0,0,0,0
2006,lakeville,L-7,DN,0,0,0,0,0,0,0,0,0,0
2006,lakeville,L-7,BT1,0,0,0,1,3,0,0,0,0,0
2006,lakeville,L-7,BT2,0,0,0,0,37,0,0,0,0,0
2006,lakeville,L-7,BT3,0,0,0,1,4,0,0,0,0,0
2006,lakeville,L-8,DN,0,0,0,0,0,0,0,0,0,0
2006,lakeville,L-8,BT1,0,0,0,4,1,0,0,0,0,0
2006,lakeville,L-8,BT2,0,0,0,0,0,0,0,0,0,0
2006,lakeville,L-8,BT3,0,0,0,0,0,0,0,0,0,0
2006,rosemount,R-6,DN,0,0,0,0,0,0,0,0,0,0
2006,rosemount,R-6,BT1,0,1,1,13,7,0,0,0,0,0
2006,rosemount,R-6,BT2,0,0,0,14,6,0,0,0,0,0
2006,rosemount,R-6,BT3,0,0,0,0,0,0,0,0,0,0
2006,hastings,H-6,DN,0,0,2,0,0,4,1,17,2,0
2006,hastings,H-6,BT1,1,0,0,20,2,1,0,4,6,2
2006,hastings,H-6,BT2,2,0,0,34,1,1,0,1,2,0
2006,hastings,H-6,BT3,0,0,0,6,1,6,0,0,22,0
2006,burnsville,B-10,DN,2,0,12,0,0,2,0,234,0,16
2006,burnsville,B-10,BT1,1,0,0,1,0,1,0,52,0,0
2006,burnsville,B-10,BT2,0,0,0,0,0,0,0,0,0,0
2006,burnsville,B-10,BT3,0,0,0,0,0,0,0,0,0,0
2006,mendota_heights,MH-10,DN,0,0,0,0,0,0,0,0,0,0
2006,mendota_heights,MH-10,BT1,0,0,0,21,13,0,0,0,0,0
2006,mendota_heights,MH-10,BT2,0,0,0,0,0,0,0,0,0,0
2006,mendota_heights,MH-10,BT3,0,0,0,0,0,0,0,0,0,0
2006,burnsville,B-3,DN,0,2,11,0,0,1,1,23,0,0
2006,burnsville,B-3,BT1,0,1,3,2,2,1,1,7,1,0
2006,burnsville,B-3,BT2,0,0,0,0,0,0,0,0,0,0
2006,burnsville,B-3,BT3,0,0,0,0,0,0,0,0,0,0
2006,burnsville,B-11,DN,12,0,9,0,0,2,1,16,0,0
2006,burnsville,B-11,BT1,36,0,9,260,46,33,3,0,0,0
2006,burnsville,B-11,BT2,0,0,0,0,0,0,0,0,0,0
2006,burnsville,B-11,BT3,0,0,0,0,0,0,0,0,0,0
2006,west_st_paul,WSP-2,DN,0,0,1,0,0,1,0,1,1,0
2006,west_st_paul,WSP-2,BT1,0,0,0,2,0,1,0,3,0,0
2006,west_st_paul,WSP-2,BT2,0,0,0,0,0,0,0,0,0,0
2006,west_st_paul,WSP-2,BT3,0,0,0,0,0,0,0,0,0,0
2006,eagan,E-23,DN,0,0,0,0,0,0,0,0,0,0
2006,eagan,E-23,BT1,3,0,1,29,0,1,0,1,0,0
2006,eagan,E-23,BT2,1,0,0,20,0,0,0,2,0,0
2006,eagan,E-23,BT3,2,0,0,14,12,0,0,0,0,0
2006,hastings,H-6,DN,0,0,0,0,0,0,0,0,0,0
2006,hastings,H-6,BT1,0,0,0,22,22,0,0,0,0,0
2006,hastings,H-6,BT2,0,0,0,32,21,0,0,0,0,0
2006,hastings,H-6,BT3,0,0,0,45,43,0,0,0,0,0
2006,hastings,H-56,DN,1,2,7,0,0,6,93,5,10,2
2006,hastings,H-56,BT1,0,1,1,28,28,2,6,0,1,0
2006,hastings,H-56,BT2,0,1,0,34,2,2,10,2,0,1
2006,hastings,H-56,BT3,0,0,3,5,3,2,20,1,0,0
2006,eagan,E-10,DN,0,1,0,0,0,1,0,2,0,0
2006,eagan,E-10,BT1,3,0,0,12,12,0,0,1,0,0
2006,eagan,E-10,BT2,0,0,0,0,0,0,0,0,0,0
2006,eagan,E-10,BT3,0,0,0,0,0,0,0,0,0,0
2006,farmington,F-4,DN,0,0,0,0,0,0,0,1,0,0
2006,farmington,F-4,BT1,0,0,0,0,0,0,0,0,0,0
2006,farmington,F-4,BT2,0,0,0,0,0,0,0,1,0,0
2006,farmington,F-4,BT3,0,0,0,0,0,0,0,0,0,0
2006,farmington,F-3,DN,0,0,2,0,0,0,0,1,0,0
2006,farmington,F-3,BT1,0,1,0,0,0,0,0,0,0,0
2006,farmington,F-3,BT2,0,0,0,0,0,0,0,0,0,0
2006,farmington,F-3,BT3,0,0,0,0,0,0,0,0,0,0
2006,mendota_heights,MH-2,DN,1,0,0,0,0,1,0,2,0,0
2006,mendota_heights,MH-2,BT1,1,0,0,0,0,0,0,0,1,0
2006,mendota_heights,MH-2,BT2,0,0,0,0,0,0,0,1,0,0
2006,mendota_heights,MH-2,BT3,0,0,0,0,2,0,0,2,0,0
2006,lakeville,L-9,DN,0,1,3,0,0,0,0,2,1,0
2006,lakeville,L-9,BT1,0,1,1,4,1,3,0,0,0,0
2006,lakeville,L-9,BT2,0,0,0,0,0,0,0,0,0,0
2006,lakeville,L-9,BT3,0,0,0,0,0,0,0,0,0,0
2006,apple_valley,AV-9,DN,0,0,4,0,0,12,0,2,50,0
2006,apple_valley,AV-9,BT1,2,0,1,9,8,6,1,1,3,0
2006,apple_valley,AV-9,BT2,0,0,0,0,0,0,0,0,0,0
2006,apple_valley,AV-9,BT3,0,0,0,0,0,0,0,0,0,0
2006,rosemount,R-6,DN,2,1,6,0,0,6,0,16,16,2
2006,rosemount,R-6,BT1,3,7,0,25,3,7,1,0,2,0
2006,rosemount,R-6,BT2,0,4,1,5,2,6,0,0,5,0
2006,rosemount,R-6,BT3,3,2,1,2,0,5,0,0,3,0
2006,eagan,E-22,DN,1,0,0,0,0,2,0,2,0,0
2006,eagan,E-22,BT1,1,0,0,3,4,1,0,1,0,0
2006,eagan,E-22,BT2,0,0,0,0,0,0,0,0,0,0
2006,eagan,E-22,BT3,0,0,0,0,0,0,0,0,0,0
2006,eagan,E-21,DN,2,0,1,0,0,2,0,1,0,1
2006,eagan,E-21,BT1,2,0,0,7,29,1,0,0,0,0
2006,eagan,E-21,BT2,0,0,0,0,0,0,0,0,0,0
2006,eagan,E-21,BT3,0,0,0,0,0,0,0,0,0,0
2006,rosemount,R-3,DN,0,0,0,0,0,0,0,0,0,0
2006,rosemount,R-3,BT1,0,0,0,0,0,0,0,0,0,0
2006,rosemount,R-3,BT2,0,0,0,0,0,0,0,0,0,0
2006,rosemount,R-3,BT3,0,0,0,17,0,2,0,0,0,0
2006,lakeville,L-7,DN,1,0,2,0,0,0,0,2,0,1
2006,lakeville,L-7,BT1,2,0,1,2,10,0,0,1,1,1
2006,lakeville,L-7,BT2,0,0,0,0,0,0,0,0,0,0
2006,lakeville,L-7,BT3,0,0,0,0,0,0,0,0,0,0
2007,apple_valley,AV-4,DN,2,0,3,0,0,0,0,3,1,1
2007,apple_valley,AV-4,BT1,0,0,0,0,0,0,0,0,0,0
2007,apple_valley,AV-4,BT2,0,0,0,0,0,0,0,0,0,0
2007,apple_valley,AV-4,BT3,0,0,0,0,0,0,0,0,0,0
2007,apple_valley,AV-9,DN,2,2,2,0,0,2,0,3,1,1
2007,apple_valley,AV-9,BT1,0,1,0,5,37,1,0,2,0,0
2007,apple_valley,AV-9,BT2,0,0,0,0,0,0,0,0,0,0
2007,apple_valley,AV-9,BT3,0,0,0,0,0,0,0,0,0,0
2007,apple_valley,AV-10,DN,0,0,0,0,0,0,0,0,0,0
2007,apple_valley,AV-10,BT1,0,0,0,3,3,0,0,0,0,0
2007,apple_valley,AV-10,BT2,0,0,0,0,0,0,0,0,0,0
2007,apple_valley,AV-10,BT3,0,0,0,0,0,0,0,0,0,0
2007,apple_valley,AV-12,DN,2,0,1,10,2,1,0,2,0,0
2007,apple_valley,AV-12,BT1,0,0,0,0,0,0,0,2,0,0
2007,apple_valley,AV-12,BT2,0,0,0,0,0,0,0,0,0,0
2007,apple_valley,AV-12,BT3,0,0,0,0,0,0,0,0,0,0
2007,lakeville,L-7,DN,0,0,0,0,0,0,0,4,0,0
2007,lakeville,L-7,BT1,0,0,0,0,1,0,0,1,0,0
2007,lakeville,L-7,BT2,0,0,0,0,0,0,0,0,0,0
2007,lakeville,L-7,BT3,0,0,0,0,0,0,0,0,0,0
2007,hastings,H-30,DN,1,0,0,0,0,2,0,13,2,0
2007,hastings,H-30,BT1,2,0,0,4,10,0,0,0,2,0
2007,hastings,H-30,BT2,0,0,0,5,11,2,0,1,2,0
2007,hastings,H-30,BT3,1,0,0,3,14,1,0,1,1,0
2007,burnsville,B-1,DN,2,0,3,0,0,2,1,3,1,1
2007,burnsville,B-1,BT1,2,0,1,117,29,2,2,2,0,0
2007,burnsville,B-1,BT2,0,0,0,0,0,0,0,0,0,0
2007,burnsville,B-1,BT3,0,0,0,0,0,0,0,0,0,0
2007,apple_valley,AV-9,DN,1,1,2,0,0,3,1,2,1,0
2007,apple_valley,AV-9,BT1,0,1,2,60,110,1,1,0,0,0
